,data,label
19084,"printstr = "" concat/shuffle input  | {} | s6 |""",0.0
19085,def labels(self):,0.0
19086,:param      datacenter_id: The unique ID of the data center.,1.0
19087,if verbose:,0.0
19088,"f = open(f, 'r+')",0.0
19089,"Store the difference of sets ``src``,  ``args`` into a new",1.0
19090,"program_uuid = request.POST.get('program_uuid', '')",0.0
19091,@returns the package for driver @arg name or None if one can't be found.,1.0
19092,>>> csp = dwavebinarycsp.ConstraintSatisfactionProblem(dwavebinarycsp.BINARY),1.0
19093,if r.env.modrpaf_enabled:,0.0
19094,"raise ValueError('""{}"" is not valid'.format(text[i:rindex + 1]))",0.0
19095,else:,0.0
19096,Get sla data from each metric and set it in the _Analysis object specified by test_id to make it available,1.0
19097,"arguments = (calldata,)",0.0
19098,import burlap,1.0
19099,if sweep is None or sweep is False:,0.0
19100,campfire = self._room.get_campfire(),0.0
19101,"delay : float, default=0",1.0
19102,k = j + 1,0.0
19103,delta = None,0.0
19104,make an output handle,1.0
19105,a[best_i] very similar to b[best_j]; eqi is None iff they're not,1.0
19106,if env.vm_type == EC2:,0.0
19107,_sensors = sensors,0.0
19108,result = _forbidden_attributes(result),0.0
19109,continue,0.0
19110,"fout = os.fdopen(fd, 'wt')",0.0
19111,"final_logging_action=final_logging_action,",0.0
19112,"uppercase, normalize, decompose, and filter non-A-Z out",1.0
19113,"logger.debug('trying with authtoken: %s', settings.getProperty('github', 'authtoken'))",0.0
19114,Process an error message from a MUC room.,1.0
19115,if app_model:,0.0
19116,plt.gca().get_xaxis().set_visible(False),0.0
19117,"p[0] = ('Objects', p[1][1] + [p[3]])",0.0
19118,Returns a Yahoo images query formatted as a YahooSearch list object.,1.0
19119,return values,0.0
19120,"saved_mean_reward, mean_100ep_reward))",0.0
19121,for line_raw in gff_fp:,0.0
19122,if formatinfo:,0.0
19123,	>>> get_date_format_string(None),1.0
19124,while form_key in list_keys:,0.0
19125,continue,0.0
19126,var_primals = model.solver.primal_values,0.0
19127,matching = [],0.0
19128,Image affine transformation matrix for image.,1.0
19129,"),",0.0
19130,if '.' in dk:,0.0
19131,"""optional"": True,",0.0
19132,for neighbor in self._neighbors[index]:,0.0
19133,format something lke this:,1.0
19134,>>> if ub.find_exe('sha1sum'):,1.0
19135,if e.testcase:,0.0
19136,return np.nan,0.0
19137,"with gfile.GFile(vocabulary_path, mode=""wb"") as vocab_file:",0.0
19138,"To swap bytes in a word value (16-bit register), use the XCHG instruction.",1.0
19139,"If namespace or class hasn't seen a opening brace yet, mark",1.0
19140,"revcomp cut site. We def want to trim out the barcode, and ideally the",1.0
19141,bib_names = [],0.0
19142,-------,1.0
19143,"logger.debug("" {0!r} writable"".format(handler))",0.0
19144,"public_key = _bcrypt_interpret_dsa_key_blob('public', 1, public_blob_struct, public_blob)",0.0
19145,"[AXKeyCodeConstants.SHIFT],",0.0
19146,float,1.0
19147,parts = urllib.parse.urlparse(uri),0.0
19148,"print(""Epoch: %d/%d Learning rate: %.8f"" % (i + 1, max_max_epoch, sess.run(lr)))",0.0
19149,'CourseCatalogApiServiceClient is improperly configured. ',0.0
19150,"def objectlist_flat(self, lt, replace):",0.0
19151,try:,0.0
19152,references in the notes section above.,1.0
19153,subfields = [],0.0
19154,newcpd['objectinfo']['simbad_best_distarcsec'] = deepcopy(,0.0
19155,for index_segment in range(len(clusters)):,0.0
19156,else:,0.0
19157,A byte string to use as the seed for the mask,1.0
19158,self.dropbox.close(),0.0
19159,except KeyboardInterrupt:,0.0
19160,>>> M_zoom = tl.prepro.affine_zoom_matrix(zoom_range=0.8),1.0
19161,try:,0.0
19162,return ns is not None and ns in namespaces,0.0
19163,"Return greyscale morphological dilation of an image,",1.0
19164,try:,0.0
19165,"async def run(self, *args, data):",0.0
19166,activeSynIndices = [syn for syn in synToUpdate if syn <= lastSynIndex],0.0
19167,attr_nums = [],0.0
19168,def economic_status(self):,0.0
19169,The signal is automatically disconnected as soon as the handler,1.0
19170,return insertModelWithRetries(),0.0
19171,return answer,0.0
19172,return True,0.0
19173,"raise FreqException(""df doit être en heure."")",0.0
19174,"period-finder result pickle, or can be provided standalone to make",1.0
19175,- H-2-IAd,1.0
19176,type=str,0.0
19177,raise TimeoutException,0.0
19178,ncpus = len(ipyclient),0.0
19179,"GLB 143E,1,1,25,255,255,255,0,0;287B,1,1,22,255,255,255,0,0;\r\n",1.0
19180,"with open(filename, ""w"") as file_handle:",0.0
19181,your Chartbeat User ID (as a string) in the ``CHARTBEAT_USER_ID``,1.0
19182,rts(request to send) retries,1.0
19183,"1: [7],",1.0
19184,db에 레코드 집어넣기,1.0
19185,"out_len,",0.0
19186,check for hardware limit of FT232H and similar MPSSE chips,1.0
19187,dh_key_info = (,0.0
19188,elif method in self.tabular_data:,0.0
19189,concatseq = concatarr.tostring(),0.0
19190,'S530',1.0
19191,else:,0.0
19192,"self._get_possible_day_starts(start_time_ut, end_time_ut, 7)",0.0
19193,"custom_getter = super(DistributionModel, self).setup_components_and_tf_funcs(custom_getter)",0.0
19194,"gaia_submit_timeout=10.0,",0.0
19195,Bayesian credible interval for Binomial proportion (uniform,1.0
19196,"'fitepoch': the epoch of minimum light for the fit,",1.0
19197,"words = line.strip().lower().split(b"" "")",0.0
19198,blob_type = BcryptConst.BCRYPT_DSA_PUBLIC_BLOB,0.0
19199,The thread function. Calls `self.run()` and if it raises,1.0
19200,"Return all players in dict {id: c, f, l, n, r}.",1.0
19201,:param clock: The clock containing the execution start time and,1.0
19202,package_names: list-like of str,1.0
19203,pass,0.0
19204,out_cols = X.columns.values.tolist(),0.0
19205,See http: //www.secg.org/download/aid-780/sec1-v2.pdf section 4.1.6 primarily,1.0
19206,if self.args:,0.0
19207,this submission.,1.0
19208,segment = segment.strip('/'),0.0
19209,if exception.resp.status == FAILED_PRECONDITION_CODE:,0.0
19210,marshaller.add_transformer(DefaultObjectTransformer()),0.0
19211,filename: The name of the file being processed by the linter.,1.0
19212,"return Response(content, headers=headers)",0.0
19213,"return ""%02d:%02d"" % (mm, ss)",0.0
19214,Return the normalized Editex similarity of two strings.,1.0
19215,return alt,0.0
19216,"self.enterprise_configuration.enterprise_customer.name,",0.0
19217,elif key == 'params':,0.0
19218,"``create_foo`` operation can be paginated, you can use the",1.0
19219,else:,0.0
19220,num_skips : int,1.0
19221,"auto.Logger.ColorfullyWrite('运行""<Color=Cyan>automation.py -a</Color>""显示鼠标光标下的控件和它的所有父控件\n\n')",0.0
19222,and content string of block.,1.0
19223,"[""("", ' and '.join(process_association(c)",0.0
19224,"data=json.dumps(chunk),",0.0
19225,">>> plt.plot(ty[ts::Ns] - Tsout, yI[ts::Ns], 'g.')",1.0
19226,"def plot_holdings(returns, positions, legend_loc='best', ax=None, **kwargs):",0.0
19227,return False,0.0
19228,attn_ext0 = 2 - dx_ext0 * dx_ext0 - dy_ext0 * dy_ext0 - dz_ext0 * dz_ext0 - dw_ext0 * dw_ext0,0.0
19229,nan or infinity,1.0
19230,"('a', subject)])",0.0
19231,"Returns True if the threshold was reached, False otherwise.",1.0
19232,"""or random"")",0.0
19233,"required than not, so we use a whitelist approach to check these",1.0
19234,"if not obj_info[obj_prop] or obj_prop == ""obj"":",0.0
19235,Round half-way away from zero.,1.0
19236,"Other events, such as description, author and etc (optinal).",1.0
19237,if keychr not in self.keyboard:,0.0
19238,"elif isinstance(if_not_found_coords, (tuple, list)):",0.0
19239,if not port and scheme == 'https':,0.0
19240,elif chemtype == 'linear':,0.0
19241,Build and enqueue a state for each solution,1.0
19242,for r in self._cur: self._indices.append(r[0]),0.0
19243,"print('inp:', inp)",0.0
19244,"override_paramdists=thisoverride_paramdists,",0.0
19245,"columns=['A', 'B']))",0.0
19246,if kwargs.get('optimize'):,0.0
19247,"def get_dc_inventory(pbclient, dc=None):",0.0
19248,impacts = [convert_impact[i] for i in impacts],0.0
19249,:param seed:,1.0
19250,* values = np.fft.fftn(im),1.0
19251,return dictionaries_cache[dict_name],0.0
19252,x = np.array(x),0.0
19253,IF accumulator  ==  DEST,1.0
19254,"descr_long = ""LONG""",0.0
19255,def _warning(code):,0.0
19256,"or XML file to be concatenated into a comma delimited set.  If _append is false,",1.0
19257,r'''Method which picks out coefficients for the specified chemical,1.0
19258,----,1.0
19259,"getattr(ex, 'content', '')",0.0
19260,plot_deflections_y(,0.0
19261,return splitted_files,0.0
19262,cp_current = _read_checkplot_picklefile(currentcp),0.0
19263,"cb_ticksize=cb_ticksize, cb_fraction=cb_fraction, cb_pad=cb_pad,",0.0
19264,parent = node_for_remove.parent,0.0
19265,>>> pe._synoname_strip_punct('AB;CD EF-GH$IJ'),1.0
19266,Notes,1.0
19267,"raise ValueError(""quick must be a boolean."")",0.0
19268,"Multicomponent Mixtures."" Industrial & Engineering Chemistry Process",1.0
19269,p = {'code': UNEXPECTED_EXCEPTION},0.0
19270,"for keyring in filter(backend._limit, backend.get_all_keyring())",0.0
19271,"epdsmooth_windowsize,",0.0
19272,if transitepoch is None:,0.0
19273,"rolling_window : int, optional",1.0
19274,This is an array of time values that will be used as the time base.,1.0
19275,if input == SENTINEL_VALUE_FOR_MISSING_DATA:,0.0
19276,taskspec._connect_notify(self),0.0
19277,This indicates how many periods backwards/forwards to try and identify,1.0
19278,if self.auto_exit:,0.0
19279,accomodation from average 5 first,1.0
19280,total += counts[i],0.0
19281,self._doubleMemoryNumRows(),0.0
19282,Give opening punctuations to get the matching close-punctuations.,1.0
19283,----------,1.0
19284,:param description: (optional) The community description.,1.0
19285,@return (double) Oscillator property.,1.0
19286,Link sensor region to other region so that it can pass it data.,1.0
19287,"'dims': (len(array), len(array[0]))})",0.0
19288,:type file_path: str,1.0
19289,Get current number of allocated clusters,1.0
19290,"timeout = getattr(connection, 'timeout')",0.0
19291,"validate_and_fetch_segment(ports, db_address[""network_id""])",0.0
19292,shape = ([1] * (dim - 1)) + [-1],0.0
19293,"filtered = aligned_indel_filter(clust, max_internal_indels)",0.0
19294,"named ""chunk_<chunk index>.csv"" (chunk_0.csv, chunk_1.csv,...).",1.0
19295,:return: formatted string,1.0
19296,skip = 1,0.0
19297,await ctx.send(f'Moved track to **{lavalink.Utils.format_time(track_time)}**'),0.0
19298,certificate for,1.0
19299,for issue in issues:,0.0
19300,"dist_file = get_distribution_file(index, rosdistro_name, build_file)",0.0
19301,"'mclass': 'mxCELL_CLASS',",0.0
19302,----------,1.0
19303,.format(server['properties']['name'])),0.0
19304,comment_list = list(self.graph.triples(,0.0
19305,self.__radius = ( (1.0 / self.number_points) * (radius_part_1 - radius_part_2 + radius_part_3) ) ** 0.5;,0.0
19306,:param value: Value to shift,1.0
19307,"isinstance(data[1], dict)",0.0
19308,"If this is True, the query will be retried even if cached results for",1.0
19309,The normalized average number of runs that have a spanning cluster.,1.0
19310,mirror.,1.0
19311,sys.exit(1),0.0
19312,description = self.describe_images(results),0.0
19313,"""to unlock, or setup an app-specific password"")",0.0
19314,"return stimes, smags, None, extparams",0.0
19315,Args:,1.0
19316,if not os.path.exists(outdir):,0.0
19317,"(1, 0, 1),",0.0
19318,symbol (string); Ticker to request,1.0
19319,"position = self.getPosition(),",0.0
19320,checkpointSink.truncate(),0.0
19321,"api = self['api', general.twitter_api_version,",0.0
19322,"elif isinstance(member, Group):",0.0
19323,"resets:         if True, turn on reset at start of each sequence",1.0
19324,parsed = parser.parse(js),0.0
19325,if self._ssl is None:,0.0
19326,"blob_data += int_to_bytes(parsed_key_info['private_exponent'].native, signed=False, width=len1)[::-1]",0.0
19327,"...         sequence_length = tl.layers.retrieve_seq_length_op2(input_seqs),",1.0
19328,print('\tmast_log_all\tSet the master log level to ALL_COMMS.'),0.0
19329,"logger.warning(""Unsupported horizontal-datum in %s"" % etree.tostring(geo_location))",0.0
19330,return False,0.0
19331,"def format_option_strings(self, option):",0.0
19332,newpsd = stools.centerdc_2_twosided(self.psd),0.0
19333,The maximum number of neighbors that will have their light curves and,1.0
19334,v = cpu.read_register(name.upper()),0.0
19335,References,1.0
19336,:param propulsion_eff: Shaft efficiency of the ship,1.0
19337,if not self.pk or None in self.pk:,0.0
19338,Examples,1.0
19339,Number of posterior samples to draw.,1.0
19340,"cmd1_stdout = open(os.path.join(data.dirs.refmapping, sample.name+"".sam""), 'w')",0.0
19341,"res = mixin.call(scope, args)",0.0
19342,return max(,0.0
19343,result=result),0.0
19344,newcpd['objectinfo']['gaiaid'] is None)) and,0.0
19345,for name in operator.operators:,0.0
19346,- `records`: SRV records to shuffle.,1.0
19347,"def direct_deployment_mode(command, parser, cluster, cl_args):",0.0
19348,degree = float(degree.strip('%')),0.0
19349,psd.retime(-1./psd.freq()+1./A.size());,1.0
19350,"intersections_points.extend([inter_start, inter_end])",0.0
19351,oldfiles = [self.files.qdump] + \,0.0
19352,"plt.axis([None,None,0,np.percentile(Ysd,99)*1.25])",0.0
19353,Notes,1.0
19354,"def branch(self, newname, subsamples=None, infile=None):",0.0
19355,Y=Yorig-Ymb,0.0
19356,"LMLs, fixed-effect sizes, and scales for single-marker scan.",1.0
19357,>>> tfm.vad(initial_pad=0.3),1.0
19358,numpy.array,1.0
19359,'network_id': network_id}),0.0
19360,"return KronFastScanner(self._Y, self._mean.A, self._mean.X, self._cov.Ge, terms)",0.0
19361,return None,0.0
19362,list of ints,1.0
19363,excluded_list.append(store_model.id),0.0
19364,"current_file,",0.0
19365,"self.log.debug(""sweep %d already set"",sweep)",0.0
19366,"copy : bool, optional",1.0
19367,`depth_secondary/depth_primary`. This is generally the same as the ratio,1.0
19368,'@context': [,0.0
19369,"The arc-second coordinate origin is defined by the class attribute origin, and coordinates are shifted to this \",1.0
19370,id(ol),1.0
19371,"for key, fmt in EpochInfoPerDACDescription:",0.0
19372,"return longed_threshold, shorted_threshold, grossed_threshold",0.0
19373,if nilearn.CHECK_CACHE_VERSION:,0.0
19374,continue,0.0
19375,return html,0.0
19376,This is the number of parallel period-finding worker processes to use.,1.0
19377,"lam=1.0,",0.0
19378,if environs and environ not in environs:,0.0
19379,:param commandFlags: Other commands to the transcode process that are,1.0
19380,"annotation=subgraph_model,",0.0
19381,sigclip the magnitude timeseries,1.0
19382,params['url'] = url,0.0
19383,"),",0.0
19384,"def fetch(query, args=None, **kwargs):",0.0
19385,Returns:,1.0
19386,lcdict[ecol] = finalerrs,0.0
19387,- 𝐲ᵀR⁻¹𝐲 + (𝐲ᵀR⁻¹X)Z⁻¹(XᵀR⁻¹𝐲),1.0
19388,raise TypeError(,0.0
19389,- `ipaddress`: the ipaddress object to notify about,1.0
19390,"_keep_alive(x, memo)",0.0
19391,and id_str.count(c) == 2:,0.0
19392,"self.thumbnail(obj, mapping)",0.0
19393,return {,0.0
19394,			@return <IRField (or subclass)> - Another IRField that has all the same values as this one.,1.0
19395,for item in sorted(relevant):,0.0
19396,self.states_preprocessing[name] = preprocessing,0.0
19397,OSError - when an error is returned by the OS crypto library,1.0
19398,update deleted flags in case it was previously deleted,1.0
19399,self.gdb_process.stderr.flush(),0.0
19400,"""--date=short"", ""-n1""])",0.0
19401,zsv_ext1 -= 1,0.0
19402,CC = CpC - C*C,0.0
19403,global _line_length,0.0
19404,except cx_Oracle.Error as e:,0.0
19405,elif a > 0.5:,0.0
19406,missing_params = set(indexes) - set(df),0.0
19407,p = b.copy(),0.0
19408,"click.echo('Please, either omit the `-u` option or `-p` / `--project=` option.')",0.0
19409,def last_modified(self):,0.0
19410,"cert_callback(Certificate.load(cert_bytes), None)",0.0
19411,for annotation in self.__annotations__:,0.0
19412,= {},0.0
19413,value['disk-size'] = datadisk.get('sizeGb'),0.0
19414,"def G(self, T):",0.0
19415,"'facecolors': None,",0.0
19416,"_LOGGER.warning(""Unexpected entry: %s"", info)",0.0
19417,if bestPosition is not None:,0.0
